title,haiku,path
MECHANICAL ENGINEER,"Preparation of
engineering design and
repair of bridge spans","['preparation', 'and', 'i++', 'or', 'city', 'infrastructure', 'i++', 'i--', '-infrastructure', 'planning', 'is', '-is', '-planning', 'infrastructure', 'i++', 'i--', '-infrastructure', '-city', 'american', '-american', '-or', 'i--', '-and', 'of', 'i++', 'engineering', 'design', 'and', 'i++', 'repair', 'of', 'bridge', 'spans', 'i++']"
MECHANICAL ENGINEER,"The preparation
of engineering design
and construction bids","['the', 'preparation', 'i++', 'of', 'engineering', 'design', 'i++', 'and', 'construction', 'bids', 'i++']"
MECHANICAL ENGINEER,"Under a new cost
savings initiative to
maximize their use","['under', 'the', '-the', 'general', 'i++', 'direction', 'the', 'selected', 'i++', 'candidate', 'will', '-will', '-candidate', 'candidates', 'will', '-will', '-candidates', 'candidate', 'will', '-will', '-candidate', 'i--', '-selected', '-the', '-direction', 'i--', '-general', 'a', 'new', 'cost', 'i++', 'savings', 'initiative', 'to', 'i++', 'maximize', 'their', 'use', 'i++']"
MECHANICAL ENGINEER,"Minimum six years
of engineering design
and construction bids","['minimum', 'six', 'years', 'i++', 'of', 'relevant', '-relevant', 'engineering', 'design', 'i++', 'and', 'repair', 'of', '-of', '-repair', 'construction', 'bids', 'i++']"
MECHANICAL ENGINEER,"The mechanical
engineer position is
to manage projects","['the', 'mechanical', 'i++', 'engineer', 'position', 'is', 'i++', 'to', 'manage', 'projects', 'i++']"
MECHANICAL ENGINEER,"The new york and has
a wastewater conveyance
and treatment system","['the', 'dob', '-dob', 'new', 'york', 'city', 'i++', 'residents', 'and', 'more', 'than', '-than', '-more', '-and', '-residents', 'department', 'of', 'design', 'and', 'i++', 'construction', 'bids', '-bids', '-construction', 'i--', '-and', '-design', '-of', '-department', 'residents', 'and', 'more', 'than', '-than', '-more', '-and', '-residents', 'department', 'of', 'design', 'and', 'i++', 'construction', 'codes', '-codes', '-construction', 'i--', '-and', '-design', 'citywide', 'i++', 'i--', '-citywide', '-of', '-department', 'i--', '-city', 'and', 'has', 'i++', 'a', 'wastewater', 'conveyance', 'i++', 'and', 'treatment', 'system', 'i++']"
MECHANICAL ENGINEER,"Familiarity
developing scopes of work
budget and schedules","['familiarity', 'i++', 'developing', 'scopes', 'of', 'work', 'i++', 'by', 'the', 'team', '-team', '-the', '-by', 'budget', 'and', 'schedules', 'i++']"
RESIDENT BUILDING SUPERINTENDE,"Coordinate the
submission all relevant
documentation","['coordinate', 'the', 'i++', 'submission', 'all', 'relevant', 'i++', 'documentation', 'i++']"
ASSISTANT CORPORATION COUNSEL,"Work in the array
of claims that arise in its
appeals division","['work', 'in', 'the', 'array', 'i++', 'of', 'claims', 'that', 'arise', 'in', 'its', 'i++', 'operations', '-operations', 'appeals', 'division', 'i++']"
ASSISTANT CORPORATION COUNSEL,"The city appears
as plaintiff to advance key
policy interests","['the', 'city', 'in', 'the', 'i++', 'southern', 'and', 'eastern', 'district', 'i++', 'courts', 'of', 'new', 'york', '-york', '-new', '-of', '-courts', 'i--', '-district', '-eastern', '-and', '-southern', 'courses', 'as', 'a', 'law', '-law', '-a', '-as', 'will', 'provide', '-provide', '-will', '-courses', 'i--', '-the', 'a', 'i++', 'diverse', 'and', '-and', '-diverse', 'i--', '-a', '-in', 'fisc', 'and', 'i++', 'to', 'represent', 'the', 'city', 'i++', 'fisc', 'and', 'to', '-to', '-and', '-fisc', 'i--', '-city', '-the', '-represent', '-to', 'i--', '-and', '-fisc', 'appears', 'i++', 'as', 'plaintiff', 'to', 'advance', 'key', 'i++', 'policy', 'interests', 'i++']"
ASSISTANT CORPORATION COUNSEL,"The city in the
law changes in the office
of the division","['the', 'city', 'in', 'the', 'i++', 'law', 'changes', 'in', 'the', 'office', 'i++', 'of', 'the', 'division', 'i++']"
ASSISTANT CORPORATION COUNSEL,"Experience for
the historic change of the
charter and the rules","['experience', 'for', 'i++', 'the', 'position', 'to', 'be', 'filled', 'i++', 'at', 'this', 'time', 'will', '-will', '-time', '-this', '-at', 'i--', '-filled', '-be', '-to', '-position', 'historic', 'change', 'of', 'the', 'i++', 'new', 'york', 'city', '-city', '-york', '-new', 'charter', 'and', 'the', 'rules', 'i++']"
ASSISTANT CORPORATION COUNSEL,"The training program
for the historic change of
the new york preferred","['the', 'training', 'unit', 'i++', 'will', 'develop', 'a', 'new', '-new', '-a', '-develop', '-will', 'i--', '-unit', 'program', 'i++', 'for', 'the', 'historic', 'change', 'of', 'i++', 'the', 'new', 'york', 'preferred', 'i++']"
ASSISTANT CORPORATION COUNSEL,"The criminal law
juvenile justice practice
and the attendees","['the', 'criminal', 'law', 'i++', 'juvenile', 'justice', 'practice', 'i++', 'and', 'contribute', '-contribute', 'the', 'attendees', 'i++']"
ASSISTANT CORPORATION COUNSEL,"A challenge to the
scale and complexity of
the new york preferred","['a', 'challenge', 'to', 'the', 'i++', 'scale', 'and', 'complexity', 'of', 'i++', 'the', 'new', 'york', 'preferred', 'i++']"
ADMINISTRATIVE ENGINEER,"Profound knowledge of
trunk water and wastewater
collection system","['profound', 'knowledge', 'of', 'i++', 'trunk', 'water', 'and', 'wastewater', 'i++', 'utility', '-utility', 'collection', 'system', 'i++']"
ADMINISTRATIVE ENGINEER,"Track key performance
indicators related
to the strategies","['track', 'key', 'performance', 'i++', 'indicators', 'related', 'i++', 'to', 'the', 'field', 'sites', '-sites', 'and', '-and', '-field', 'strategies', 'i++']"
ADMINISTRATIVE ENGINEER,"Monitor progress
of project designs and field
condition reports","['monitor', 'and', '-and', 'progress', 'i++', 'of', 'project', 'designs', 'and', 'field', 'i++', 'condition', 'reports', 'i++']"
ADMINISTRATIVE ENGINEER,"Work performed by the
staff assigned to the field of
contract services","['work', 'performed', 'by', 'dep', 'i++', 'i--', '-dep', 'the', 'i++', 'staff', 'assigned', 'to', 'the', 'treatment', 'i++', 'of', 'sewage', '-sewage', '-of', 'plants', 'collections', '-collections', '-plants', 'of', 'sewage', '-sewage', '-of', 'i--', '-treatment', 'field', 'and', 'i++', 'to', 'observe', '-observe', '-to', 'i--', '-and', 'sites', 'i++', 'will', 'be', 'in', '-in', '-be', '-will', 'i--', '-sites', 'of', 'i++', 'contract', 'services', 'i++']"
ADMINISTRATIVE ENGINEER,"The position of
deputy commissioner
program management","['the', 'following', '-following', 'position', 'of', 'i++', 'deputy', 'commissioner', 'i++', 'program', 'management', 'i++']"
ADMINISTRATIVE ENGINEER,"Expert knowledge of
city state and local rules
and regulations","['expert', 'knowledge', 'of', 'i++', 'city', 'state', 'and', 'federal', 'i++', 'mandates', '-mandates', 'requirements', 'for', '-for', '-requirements', 'mandates', '-mandates', 'i--', '-federal', 'local', 'rules', 'i++', 'and', 'regulations', 'i++']"
ADMINISTRATIVE ENGINEER,"Under general
direction of a civil
section manager","['under', 'the', '-the', 'difficult', 'i++', 'conditions', '-conditions', 'i--', '-difficult', 'general', 'i++', 'direction', 'with', 'wide', '-wide', '-with', 'of', 'a', 'civil', 'i++', 'section', 'manager', 'i++']"
ADMINISTRATIVE ENGINEER,"Degree in civil
engineering design and
or sewer systems","['degree', 'in', 'civil', 'i++', 'engineering', 'and', 'other', 'i++', 'project', 'records', '-records', '-project', 'i--', '-other', 'metrics', 'i++', 'group', 'of', 'civil', '-civil', '-of', '-group', 'i--', '-metrics', '-and', 'design', 'and', 'i++', 'or', 'are', 'of', 'the', '-the', '-of', '-are', 'sewer', 'systems', 'i++']"
ADMINISTRATIVE ENGINEER,"Directly to the
field sites will be considered
for this position","['directly', 'to', 'the', 'i++', 'field', 'sites', 'will', 'be', 'of', '-of', 'considered', 'i++', 'for', 'this', 'position', 'i++']"
ADMINISTRATIVE ENGINEER,"Undertakes research
inquiries inspections
cost estimating","['undertakes', 'research', 'i++', 'inquiries', 'inspections', 'i++', 'cost', 'estimating', 'i++']"
ADMINISTRATIVE MANAGER,"On an it report
used by senior management
of the snap program","['on', 'an', 'it', 'report', 'i++', 'used', 'by', 'senior', 'management', 'i++', 'of', 'the', 'snap', 'program', 'i++']"
ADMINISTRATIVE MANAGER,"On an it report
used by senior management
of the agency","['on', 'a', '-a', 'an', 'it', 'report', 'i++', 'used', 'by', 'senior', 'management', 'i++', 'of', 'the', 'agency', 'i++']"
CLERICAL ASSOCIATE,"Only candidates
permanent in the office
of vital records","['only', 'candidates', 'i++', 'permanent', 'in', 'the', 'bureau', 'i++', 'fulfills', 'this', '-this', '-fulfills', 'i--', '-bureau', 'office', 'i++', 'of', 'vital', 'records', 'i++']"
CLERICAL ASSOCIATE,"Enroll employees
into city time and leave
request as needed","['enroll', 'employees', 'i++', 'into', 'city', 'time', 'and', 'leave', 'i++', 'events', '-events', 'request', 'as', 'needed', 'i++']"
CLERICAL ASSOCIATE,"Duties will include
but are not limited to
word excel outlook","['duties', 'will', 'include', 'i++', 'but', 'are', 'not', 'limited', 'to', 'i++', 'word', 'excel', 'and', '-and', 'outlook', 'i++']"
CLERICAL ASSOCIATE,"Analyze review
and approval of all file
room operations","['analyze', 'review', 'i++', 'and', 'process', 'approve', 'hold', '-hold', '-approve', '-process', 'approval', 'of', 'all', 'file', 'i++', 'room', 'is', 'maintained', '-maintained', '-is', 'operations', 'i++']"
CLERICAL ASSOCIATE,"Filing locating
case folder and other forms
of payment vouchers","['filing', 'locating', 'i++', 'case', 'folder', 'and', 'other', 'forms', 'i++', 'of', 'payment', 'and', '-and', 'vouchers', 'i++']"
CLERICAL ASSOCIATE,"Research with the day
to protect public health and
the environment","['research', 'with', 'the', 'day', 'i++', 'to', 'protect', 'the', '-the', 'public', 'health', 'to', 'i++', 'serve', 'as', 'the', '-the', '-as', '-serve', 'i--', '-to', 'and', 'i++', 'the', 'environment', 'i++']"
CLERICAL ASSOCIATE,"The city of new
york the clerical staff and
equipment unit","['the', 'following', '-following', 'city', 'of', 'new', 'i++', 'york', 'city', 'government', '-government', '-city', 'goal', 'of', '-of', '-goal', 'city', 'taxi', 'and', '-and', '-taxi', '-city', 'state', 'legislature', 'passed', 'i++', 'i--', '-passed', '-legislature', '-state', 'the', 'clerical', 'staff', 'and', 'i++', 'equipment', 'unit', 'i++']"
CLERICAL ASSOCIATE,"Scheduling training
classes filing dealing with
members of the day","['scheduling', 'training', 'i++', 'classes', 'filing', 'dealing', 'with', 'i++', 'members', 'of', 'the', 'day', 'i++']"
CLERICAL ASSOCIATE,"Perform clerical
and related work orders
such as ms outlook","['perform', 'data', '-data', 'clerical', 'i++', 'and', 'related', 'work', 'orders', 'i++', 'for', 'items', 'in', '-in', '-items', 'supply', '-supply', '-for', 'such', 'as', 'ms', 'outlook', 'i++']"
CLERICAL ASSOCIATE,"Must be proficient
in ms excel and word to
create documents","['must', 'clearly', 'state', 'your', 'i++', 'civil', 'service', 'status', 'on', 'i++', 'your', 'resume', 'or', '-or', '-resume', '-your', 'i--', '-on', '-status', 'title', 'on', 'i++', 'your', 'resume', 'or', '-or', '-resume', '-your', 'i--', '-on', '-title', '-service', '-civil', 'i--', '-your', '-state', '-clearly', 'be', 'proficient', 'i++', 'in', 'ms', 'excel', 'and', 'word', 'to', 'i++', 'create', 'documents', 'i++']"
INDUSTRIAL HYGIENIST,"The department of
environmental health and
safety practices","['the', 'environment', 'i++', 'by', 'supplying', 'clean', 'drinking', 'i++', 'water', 'per', 'day', '-day', '-per', '-water', 'i--', '-drinking', '-clean', '-supplying', '-by', 'i--', '-environment', 'candidate', 'will', 'i++', 'provide', 'training', 'reports', 'and', 'i++', 'concerns', 'from', 'the', '-the', '-from', '-concerns', 'perform', 'joint', '-joint', '-perform', 'i--', '-and', '-reports', '-training', '-provide', 'i--', '-will', '-candidate', 'department', 'of', 'i++', 'environmental', 'health', 'and', 'i++', 'safety', 'practices', 'i++']"
INDUSTRIAL HYGIENIST,"Extensive knowledge
of osha requirements and
safety contractors","['extensive', 'knowledge', 'i++', 'of', 'osha', 'requirements', 'and', 'i++', 'safety', 'plans', '-plans', 'contractors', 'i++']"
INDUSTRIAL HYGIENIST,"These vast networks falls
under the department of
health and safety plans","['these', 'vast', 'networks', 'falls', 'i++', 'under', 'the', 'department', 'of', 'i++', 'buildings', 'is', '-is', 'and', '-and', '-buildings', 'design', 'and', '-and', '-design', 'health', 'and', 'safety', 'plans', 'i++']"
INDUSTRIAL HYGIENIST,"Issue notice of
violations prepare case
files and evidence","['issue', 'notice', 'of', 'i++', 'violations', 'prepare', 'case', 'i++', 'files', 'and', 'evidence', 'i++']"
INDUSTRIAL HYGIENIST,"Extensive knowledge
of adult education
and training techniques","['extensive', 'walking', 'i++', 'at', 'facilities', 'being', 'i++', 'inspected', '-inspected', 'i--', '-being', '-facilities', '-at', 'i--', '-walking', 'knowledge', 'i++', 'of', 'adult', 'education', 'i++', 'and', 'training', 'techniques', 'i++']"
INDUSTRIAL HYGIENIST,"The enforcement of
environmental health and
safety contractors","['the', 'bureau', 'of', '-of', 'is', '-is', '-bureau', 'country', 'with', '-with', '-country', 'enforcement', 'of', 'i++', 'environmental', 'laws', 'and', 'i++', 'regulations', '-regulations', 'i--', '-and', '-laws', 'health', 'and', 'i++', 'safety', 'contractors', 'i++']"
INDUSTRIAL HYGIENIST,"These vast networks falls
under the supervision
of the clean air act","['these', 'vast', 'networks', 'falls', 'i++', 'under', 'the', 'supervision', 'i++', 'of', 'the', 'clean', 'air', 'act', 'i++']"
INVESTMENT MANAGER (COMPTROLLE,"The portfolio
of the head of the city
five pension systems","['the', 'objective', 'of', 'i++', 'expanding', '-expanding', 'i--', '-of', '-objective', 'new', 'york', 'city', 'i++', 'retirement', 'systems', '-systems', '-retirement', 'i--', '-city', '-york', '-new', 'portfolio', 'i++', 'of', 'the', 'head', 'of', 'the', 'city', 'i++', 'five', 'pension', 'systems', 'i++']"
INVESTMENT MANAGER (COMPTROLLE,"The portfolio
of the head of the head of
the new york city","['the', 'portfolio', 'i++', 'is', 'managed', 'primarily', 'i++', 'by', 'external', '-external', '-by', 'i--', '-primarily', '-managed', '-is', 'of', 'the', 'head', 'of', 'the', 'new', 'york', 'i++', 'city', '-city', 'i--', '-york', '-new', 'head', 'of', 'i++', 'the', 'head', 'of', 'the', '-the', '-of', '-head', 'new', 'york', 'city', 'i++']"
INVESTMENT MANAGER (COMPTROLLE,"The terms of the head
of the head of the head of
the new york city","['the', 'terms', 'of', 'the', 'head', 'i++', 'of', 'the', 'head', 'of', 'the', 'new', 'york', 'i++', 'city', '-city', 'i--', '-york', '-new', 'head', 'of', 'i++', 'the', 'new', 'york', 'city', 'i++']"
INVESTMENT MANAGER (COMPTROLLE,"Working with the terms
of the head of the head of
the new york city","['working', 'with', 'the', 'terms', 'i++', 'of', 'the', 'head', 'of', 'the', 'head', 'of', 'i++', 'the', 'new', 'york', 'city', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"Substitute for the
district manager with the
district manager","['substitute', 'for', 'the', 'i++', 'district', 'manager', 'with', 'the', 'i++', 'district', 'manager', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"The district office
at the direction of the
district manager","['the', 'district', 'office', 'i++', 'at', 'the', 'direction', 'of', 'the', 'i++', 'board', 'district', '-district', 'and', 'its', '-its', '-and', 'office', 'at', '-at', '-office', 'plays', 'an', '-an', '-plays', '-board', 'district', 'manager', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"Organize monthly
meetings of the board and to
the board and members","['organize', 'monthly', 'i++', 'meetings', 'of', 'the', 'board', 'and', 'to', 'i++', 'the', 'board', 'and', 'its', '-its', 'members', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"The absence of the
board plays an advisory
role in the absence","['the', 'absence', 'of', 'the', 'i++', 'board', 'plays', 'an', 'advisory', 'i++', 'role', 'in', 'the', 'absence', 'i++']"
SPECIAL EXAMINER (DCAS),"The establishment
of civil service lists to
city agencies","['the', 'selected', '-selected', 'establishment', 'i++', 'of', 'civil', 'service', 'lists', 'and', 'i++', 'issuing', '-issuing', 'i--', '-and', 'to', 'i++', 'city', 'agencies', 'i++']"
SPECIAL EXAMINER (DCAS),"Representing the
agency at recruitment
and community","['representing', 'the', 'i++', 'agency', 'at', 'recruitment', 'i++', 'and', 'community', 'i++']"
SPECIAL EXAMINER (DCAS),"In civil service
examination process
is immediate","['in', 'civil', 'service', 'i++', 'examination', 'process', 'i++', 'to', 'both', '-both', 'better', '-better', '-to', 'is', 'immediate', 'i++']"
SPECIAL EXAMINER (DCAS),"The updating of
the selected candidate
will be as follows","['the', 'selected', '-selected', 'bureau', 'of', '-of', '-bureau', 'updating', 'of', 'i++', 'the', 'director', 'of', '-of', '-director', 'selected', 'candidate', 'i++', 'include', 'but', 'are', '-are', '-but', '-include', 'will', 'be', 'as', 'follows', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
lists and issuing appeal
determinations","['the', 'civil', 'service', 'i++', 'examinations', 'for', 'which', 'i++', 'i--', '-which', '-for', '-examinations', 'lists', 'and', 'issuing', 'appeal', 'i++', 'determinations', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
examinations within
city government","['the', 'civil', 'service', 'i++', 'process', 'to', 'better', 'inform', 'i++', 'their', 'career', '-career', '-their', 'i--', '-inform', '-better', '-to', 'through', 'extensive', '-extensive', '-through', '-process', 'examinations', 'within', 'i++', 'city', 'government', 'i++']"
SPECIAL EXAMINER (DCAS),"In the recruitment
and promotion to ensure
that the most current","['in', 'the', 'recruitment', 'i++', 'and', 'promotion', 'to', 'ensure', 'i++', 'that', 'the', 'most', 'current', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
examination process
is immediate","['the', 'civil', 'service', 'i++', 'process', 'through', 'extensive', '-extensive', '-through', '-process', 'examination', 'process', 'i++', 'is', 'immediate', 'i++']"
SECRETARY,"Strategic thinker
with the ability to
take initiative","['strategic', 'thinker', 'i++', 'with', 'the', 'ability', 'to', 'i++', 'take', 'initiative', 'i++']"
INVESTIGATIVE MANAGER (CCRB),"Reviews each closed case
before it is submitted
to the following","['reviews', 'each', 'closed', 'case', 'i++', 'before', 'it', 'is', 'submitted', 'i++', 'to', 'the', 'following', 'i++']"
INVESTIGATIVE MANAGER (CCRB),"Reviews each closed case
before it is submitted
to the board are sound","['reviews', 'cases', 'in', 'i++', 'the', 'united', 'states', 'the', '-the', '-states', '-united', 'recruitment', 'hiring', 'and', 'i++', 'promotion', 'of', '-of', '-promotion', 'i--', '-and', '-hiring', '-recruitment', 'united', 'states', 'the', '-the', '-states', '-united', 'recruitment', 'hiring', 'and', 'i++', 'promotion', 'of', '-of', '-promotion', 'i--', '-and', '-hiring', '-recruitment', '-the', 'i--', '-in', '-cases', 'each', 'closed', 'case', 'i++', 'before', 'it', 'is', 'submitted', 'i++', 'to', 'the', 'board', 'are', 'sound', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Understanding of
community board meetings
and public events","['understanding', 'of', 'i++', 'community', 'affairs', 'will', 'i++', 'develop', '-develop', 'i--', '-will', '-affairs', 'board', 'budget', 'i++', 'process', '-process', 'i--', '-budget', 'meetings', 'i++', 'and', 'public', 'events', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Develop design
and implement long range plans
goals and objectives","['develop', 'and', '-and', 'design', 'i++', 'and', 'implement', 'the', 'peco', 'i++', 'program', 'by', '-by', '-program', 'project', 'team', '-team', '-project', 'memorandum', '-memorandum', 'i--', '-peco', '-the', 'long', 'range', 'plans', 'i++', 'goals', 'and', 'objectives', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"The community
boards and the community
boards and civic groups","['the', 'community', 'i++', 'boards', 'and', 'civic', 'groups', 'in', '-in', '-groups', '-civic', 'the', 'community', 'i++', 'boards', 'and', 'civic', 'groups', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Work with all levels
of staff inside and outside
of the agency","['work', 'during', '-during', 'with', 'all', 'levels', 'i++', 'of', 'staff', 'inside', 'and', 'outside', 'i++', 'of', 'the', 'agency', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"The director of
community relations
strategy programs","['the', 'director', 'of', 'i++', 'community', 'affairs', 'will', 'i++', 'develop', '-develop', 'i--', '-will', '-affairs', 'relations', 'i++', 'unit', 'which', '-which', '-unit', 'strategy', 'programs', 'i++']"
ASSOCIATE COMMISSIONER (BUILDI,"Under direction
of the policies of the
tenant advocate","['under', 'direction', 'i++', 'of', 'the', 'policies', 'of', 'the', 'i++', 'tenant', 'advocate', 'i++']"
CONFIDENTIAL STRATEGY PLANNER,"Effective matrix
management team building and
influencing skills","['effective', 'matrix', 'i++', 'management', 'team', 'building', 'and', 'i++', 'influencing', 'skills', 'i++']"
LEGAL COORDINATOR,"Administering
the operation of a
notary public","['administering', 'i++', 'the', 'operation', 'of', 'a', 'i++', 'correctional', '-correctional', 'notary', 'public', 'i++']"
PUBLIC HEALTH NURSE,"Supervise office
of school health staff within an
assigned area","['supervise', 'office', 'i++', 'of', 'school', 'health', 'staff', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
PUBLIC HEALTH NURSE,"Osh promotes the health
of the department of health
and mental hygiene","['osh', 'promotes', 'the', 'health', 'i++', 'of', 'the', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
PUBLIC HEALTH NURSE,"Serving as office
of school health staff within an
assigned area","['serving', 'as', 'office', 'i++', 'of', 'school', 'health', 'staff', 'and', 'will', 'be', 'i++', 'responsible', '-responsible', 'i--', '-be', '-will', 'school', 'based', 'i++', 'department', 'of', '-of', '-department', 'i--', '-based', '-school', '-and', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
PUBLIC HEALTH NURSE,"Osh the bureau of
school health programs policies
and special projects","['osh', 'team', '-team', 'the', 'bureau', 'of', 'i++', 'school', 'health', 'representative', 'i++', 'responsible', '-responsible', 'i--', '-representative', 'staff', 'within', 'an', '-an', '-within', 'and', 'will', 'be', '-be', '-will', '-and', 'within', 'an', '-an', '-within', '-staff', 'programs', 'policies', 'i++', 'and', 'special', 'projects', 'i++']"
PUBLIC HEALTH NURSE,"Other school health staff
and school based department of
education staff","['other', 'agencies', 'i++', 'involved', 'with', 'the', 'tb', '-tb', 'osh', 'team', '-team', '-osh', 'tb', '-tb', '-the', '-with', '-involved', 'i--', '-agencies', 'school', 'health', 'staff', 'i++', 'and', 'school', 'based', 'department', 'of', 'i++', 'health', 'and', 'mental', '-mental', '-and', '-health', 'education', 'staff', 'i++']"
PUBLIC HEALTH NURSE,"Osh promotes the health
of school health staff within an
assigned area","['osh', 'promotes', 'the', 'health', 'i++', 'of', 'the', 'borough', 'nursing', '-nursing', '-borough', '-the', 'school', 'health', 'staff', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
BAKER,"Ensuring that all
prepped food and or other shapes
and places in pans","['ensuring', 'that', 'all', 'i++', 'prepped', 'food', 'and', 'or', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'baked', 'i++', 'goods', 'for', 'special', '-special', '-for', '-goods', 'i--', '-baked', '-other', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'shapes', 'i++', 'and', 'places', 'in', 'pans', 'i++']"
PUBLIC HEALTH ASSISTANT,"Explain testing and
clinical procedures to
customers patients","['explain', 'testing', 'and', 'i++', 'clinical', 'procedures', 'to', 'i++', 'customers', 'patients', 'i++']"
PUBLIC HEALTH ASSISTANT,"The direction of
the supervising public
health advisor will","['the', 'direction', 'of', 'i++', 'the', 'supervising', 'public', 'i++', 'health', 'detailing', '-detailing', 'advisor', 'will', 'i++']"
PUBLIC HEALTH ASSISTANT,"The supervising
public health assistant call
agent duties will","['the', 'supervising', 'i++', 'public', 'health', 'assistant', 'call', 'i++', 'agent', 'with', '-with', 'duties', 'will', 'i++']"
ADMINISTRATIVE QUALITY ASSURAN,"Identify trends
project consequences and
plan accordingly","['identify', 'trends', 'i++', 'project', 'consequences', 'and', 'i++', 'plan', 'accordingly', 'i++']"
ADMINISTRATIVE QUALITY ASSURAN,"Please read this posting
carefully to make timely
and sound decisions","['please', 'read', 'this', 'posting', 'i++', 'carefully', 'to', 'make', 'timely', 'i++', 'and', 'sound', 'decisions', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"Submission to the
assistant director of
software services","['submission', 'to', 'the', 'i++', 'assistant', 'director', 'of', 'i++', 'software', 'services', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"With wide latitude
for independent judgment
and initiative","['with', 'wide', 'latitude', 'i++', 'for', 'independent', 'judgment', 'i++', 'and', 'initiative', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"The operation
of word processing office
and or promotion","['the', 'operation', 'i++', 'of', 'word', 'processing', 'systems', 'i++', 'i--', '-systems', 'office', 'i++', 'and', 'or', 'promotion', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"Audits of pavement
marking installations to
ensure dot standards","['audits', 'production', 'i++', 'levels', 'quality', 'control', 'i++', 'job', 'tracking', 'and', '-and', '-tracking', '-job', 'i--', '-control', '-quality', 'evaluates', 'staff', 'i++', 'performance', 'and', '-and', '-performance', 'i--', '-staff', '-evaluates', '-levels', 'i--', '-production', 'of', 'pavement', 'i++', 'marking', 'installations', 'to', 'i++', 'ensure', 'dot', 'standards', 'i++']"
NUTRITION CONSULTANT,"Assess assigned meal
programs and the department
for the elderly","['assess', 'assigned', 'meal', 'i++', 'programs', 'for', 'contract', '-contract', 'the', 'aging', '-aging', '-the', 'contract', '-contract', '-for', 'and', 'the', 'department', 'i++', 'of', 'health', 'and', '-and', '-health', '-of', 'for', 'the', 'elderly', 'i++']"
NUTRITION CONSULTANT,"Familiarity
with the department of health
and mental hygiene","['familiarity', 'i++', 'with', 'the', 'different', '-different', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
ELECTRICIAN,"Repair and replace
faulty switches sockets and
other documents","['repair', 'and', 'replace', 'i++', 'faulty', 'switches', 'sockets', 'and', 'i++', 'other', 'heating', '-heating', 'documents', 'i++']"
ELECTRICIAN,"This license must be
maintained for the bureau of
wastewater per day","['this', 'position', '-position', 'license', 'must', 'be', 'i++', 'serving', 'permanently', 'in', 'i++', 'the', 'title', 'of', '-of', '-title', 'sections', '-sections', '-the', 'i--', '-in', '-permanently', '-serving', 'maintained', 'for', 'the', 'bureau', 'of', 'i++', 'wastewater', 'per', 'day', 'i++']"
ELECTRICIAN,"Knowledge using the
computerized maintenance
management system","['knowledge', 'using', 'the', 'i++', 'computerized', 'maintenance', 'i++', 'management', 'system', 'i++']"
ELECTRICIAN,"Ability to
read and update work orders
and inventory","['ability', 'to', 'i++', 'read', 'specification', 'to', 'i++', 'order', '-order', 'i--', '-to', '-specification', 'and', 'understand', '-understand', '-and', 'specification', 'to', 'i++', 'order', '-order', 'i--', '-to', '-specification', 'and', 'update', 'work', 'orders', 'i++', 'and', 'inventory', 'i++']"
ELECTRICIAN,"In the state of new
york city electrical
code and or statute","['in', 'the', 'sections', '-sections', 'state', 'of', 'new', 'i++', 'york', 'city', 'electrical', 'i++', 'code', 'and', 'or', 'statute', 'i++']"
ELECTRICIAN,"Preferred applicants
have filed for the bureau of
wastewater per day","['preferred', 'applicants', 'i++', 'have', 'filed', 'for', 'the', 'bureau', 'of', 'i++', 'wastewater', 'per', 'day', 'i++']"
DEPUTY ASSISTANT DIRECTOR (CIV,"The ability
to use computer software
and applications","['the', 'united', 'states', 'i++', 'the', '-the', 'i--', '-states', '-united', 'ability', 'i++', 'to', 'build', 'coalitions', '-coalitions', '-build', 'use', 'computer', 'software', 'i++', 'and', 'applications', 'i++']"
