title,haiku,path
URBAN PARK RANGER,"Ensure the safety
and enjoyment of park rules
and regulations","['ensure', 'the', 'safety', 'i++', 'and', 'enjoyment', 'of', 'park', 'rules', 'i++', 'and', 'regulations', 'i++']"
NUTRITION CONSULTANT,"Familiarity
with the department of health
and mental hygiene","['familiarity', 'i++', 'with', 'the', 'food', 'safety', 'and', '-and', '-safety', '-food', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
NUTRITION CONSULTANT,"Assess assigned meal
programs and the department
for the elderly","['assess', 'assigned', 'meal', 'i++', 'programs', 'for', 'the', 'elderly', 'i++', 'i--', '-elderly', 'aging', '-aging', '-the', 'contract', '-contract', '-for', 'and', 'the', 'department', 'i++', 'of', 'health', 'and', '-and', '-health', '-of', 'for', 'the', 'elderly', 'i++']"
PUBLIC HEALTH NURSE,"Serving as office
of school health staff within an
assigned area","['serving', 'as', 'a', '-a', 'office', 'i++', 'of', 'school', 'health', 'staff', 'and', 'will', 'be', 'i++', 'responsible', '-responsible', 'i--', '-be', '-will', '-and', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
PUBLIC HEALTH NURSE,"Osh promotes the health
of the department of health
and mental hygiene","['osh', 'promotes', 'the', 'health', 'i++', 'and', 'mental', 'hygiene', '-hygiene', '-mental', '-and', 'of', 'the', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
ASST PB HLTH ADV (COMM DIS CON,"The sexual health
care providers and others
including public","['the', 'sexual', 'health', 'i++', 'care', 'providers', 'and', 'others', 'i++', 'including', 'public', 'i++']"
CLERICAL ASSOCIATE,"Scanning into the
law department personnel
city agencies","['scanning', 'sorting', 'of', 'i++', 'records', 'files', 'invoices', 'and', 'i++', 'purchase', 'orders', '-orders', '-purchase', 'i--', '-and', '-invoices', '-files', '-records', 'i--', '-of', '-sorting', 'into', 'the', 'i++', 'law', 'department', 'to', 'resolve', 'i++', 'facility', '-facility', 'i--', '-resolve', '-to', 'personnel', 'i++', 'city', 'agencies', 'i++']"
CLERICAL ASSOCIATE,"The country with a
mission of the public in
cash and other tools","['the', 'country', 'with', 'a', 'i++', 'mission', 'of', 'combating', '-combating', 'the', 'work', 'of', '-of', '-work', 'public', 'in', 'i++', 'cash', 'and', 'other', 'tools', 'i++']"
CERT IT DEVELOPER (APP),"Assisting in the
development team and aid
in their career growth","['assisting', 'in', 'the', 'i++', 'entire', 'product', 'cycle', 'i++', 'i--', '-cycle', '-product', '-entire', 'maintenance', 'and', 'updating', 'i++', 'of', 'in-house', '-in-house', '-of', 'i--', '-updating', '-and', '-maintenance', 'development', 'of', 'new', 'york', 'i++', 'fdny', '-fdny', 'i--', '-york', '-new', 'land', 'use', 'i++', 'and', '-and', 'i--', '-use', '-land', '-of', 'team', 'and', 'aid', 'i++', 'in', 'their', 'career', 'growth', 'i++']"
CERT IT DEVELOPER (APP),"The full listing of
job opportunities and
to help with process","['the', 'full', 'spectrum', 'of', 'i++', 'governmental', '-governmental', 'i--', '-of', '-spectrum', 'listing', 'of', 'i++', 'job', 'opportunities', 'and', 'i++', 'to', 'help', 'with', 'process', 'i++']"
CITY RESEARCH SCIENTIST,"Duties will include
policy analysis
and four analysts","['duties', 'will', 'include', 'i++', 'a', 'director', 'of', 'science', 'i++', 'deputy', '-deputy', 'i--', '-science', '-of', 'reporting', 'i++', 'to', 'support', 'new', '-new', '-support', 'the', 'bureau', '-bureau', '-the', '-to', 'i--', '-reporting', '-director', '-a', 'but', 'not', 'be', 'limited', 'to', 'i++', 'the', 'project', 'lead', '-lead', '-project', '-the', 'i--', '-to', '-limited', '-be', '-not', '-but', 'policy', 'analysis', 'i++', 'and', 'four', 'analysts', 'i++']"
CITY RESEARCH SCIENTIST,"Hiring rate flat rate
the nyc board of health
care access and word","['hiring', 'rate', 'flat', 'rate', 'i++', 'the', 'nyc', 'condom', '-condom', 'board', 'of', 'health', 'i++', 'care', 'access', 'and', 'word', 'i++']"
AGENCY CHIEF CONTRACTING OFFIC,"The city charter
and procurement policy
board ppb rules","['the', 'city', 'charter', 'i++', 'and', 'procurement', 'policy', 'i++', 'board', 'rules', '-rules', 'ppb', 'rules', 'i++']"
ASSOCIATE STAFF ANALYST,"The management and
or general manager
of operations","['the', 'management', 'and', 'i++', 'or', 'general', 'manager', 'i++', 'of', 'operations', 'i++']"
ASSOCIATE STAFF ANALYST,"The director in
the operations of the
capital budget","['the', 'director', 'in', 'i++', 'the', 'region', '-region', 'unit', 'staff', 'in', 'the', 'use', 'i++', 'of', 'microsoft', '-microsoft', '-of', 'i--', '-use', '-the', '-in', '-staff', '-unit', 'operations', 'of', 'the', 'i++', 'capital', 'budget', 'i++']"
DEPUTY COMMISSIONER (DEP),"The position of
deputy commissioner
of bedc","['the', 'position', 'of', 'i++', 'deputy', 'commissioner', 'i++', 'of', 'bedc', 'i++']"
DEPUTY COMMISSIONER (DEP),"Broad understanding
of the bureau of water
and sewer system","['broad', 'understanding', 'i++', 'of', 'the', 'design', 'process', 'and', 'i++', 'requirements', 'for', '-for', '-requirements', 'i--', '-and', '-process', '-design', 'bureau', 'of', 'water', 'i++', 'mains', 'and', 'sewer', '-sewer', '-and', '-mains', 'to', 'nine', 'million', '-million', '-nine', '-to', 'and', 'sewer', 'system', 'i++']"
MECHANICAL ENGINEER,"The different real
estate design review and
implementation","['the', 'different', 'real', 'i++', 'estate', 'design', 'review', 'and', 'i++', 'or', 'review', 'of', '-of', '-review', '-or', 'implementation', 'i++']"
MECHANICAL ENGINEER,"Under a new cost
savings initiative to
maximize their use","['under', 'a', 'new', 'cost', 'i++', 'savings', 'initiative', 'to', 'i++', 'maximize', 'their', 'use', 'i++']"
ASSOCIATE JOB OPPORTUNITY SPEC,"Communicate with
mis on automated child
care information","['communicate', 'with', 'i++', 'mis', 'on', 'automated', 'child', 'i++', 'care', 'information', 'i++']"
ASSOCIATE JOB OPPORTUNITY SPEC,"The director and
others in order to meet
program objectives","['the', 'director', 'in', 'i++', 'coordinating', 'all', 'the', 'i++', 'activities', '-activities', 'i--', '-the', '-all', '-coordinating', 'i--', '-in', 'and', 'i++', 'others', 'in', 'order', 'to', 'meet', 'i++', 'program', 'objectives', 'i++']"
ASSISTANT LANDSCAPE ARCHITECT,"The engineers and
other agency meetings
as appropriate","['the', 'selected', '-selected', 'need', 'arises', 'i++', 'i--', '-arises', '-need', 'engineers', 'and', 'i++', 'other', 'agency', 'meetings', 'i++', 'as', 'appropriate', 'i++']"
MULTIPLE DWELLING SPECIALIST (,"The new york city
building and construction codes
and regulations","['the', 'healthy', 'homes', 'scope', 'i++', 'of', 'work', '-work', '-of', 'i--', '-scope', '-homes', '-healthy', 'new', 'york', 'city', 'i++', 'building', 'and', 'construction', 'codes', 'i++', 'and', 'regulations', 'i++']"
MULTIPLE DWELLING SPECIALIST (,"The division of
building and construction codes
and regulations","['the', 'preservation', 'i++', 'and', 'new', 'construction', 'of', '-of', '-construction', '-new', '-and', 'i--', '-preservation', 'division', 'of', 'i++', 'building', 'and', 'construction', 'codes', 'i++', 'as', 'well', 'as', '-as', '-well', '-as', 'and', 'regulations', 'i++']"
ASSOCIATE INSPECTOR (HIGHWAYS,"May be required
to appear as a witness
in court when ordered","['may', 'be', 'required', 'i++', 'to', 'appear', 'as', 'a', 'witness', 'i++', 'in', 'court', 'when', 'ordered', 'i++']"
INDUSTRIAL HYGIENIST,"Issue notice of
violations prepare case
files and evidence","['issue', 'notice', 'of', 'i++', 'violations', 'prepare', 'case', 'i++', 'files', 'and', 'evidence', 'i++']"
INDUSTRIAL HYGIENIST,"Extensive knowledge
of adult education
and training techniques","['extensive', 'knowledge', 'i++', 'of', 'osha', 'laws', '&', '-&', '-laws', '-osha', 'adult', 'education', 'i++', 'and', 'training', 'techniques', 'i++']"
ELECTRICAL ENGINEER,"Ability to
produce comprehensive and
efficient projects","['ability', 'to', 'i++', 'produce', 'comprehensive', 'and', 'i++', 'efficient', 'projects', 'i++']"
PUBLIC RECORDS AIDE,"The packaging of
bid packages into the
requisite volumes","['the', 'position', '-position', 'packaging', 'of', 'i++', 'bid', 'packages', 'into', 'the', 'i++', 'requisite', 'volumes', 'i++']"
ADMINISTRATIVE ENGINEER,"This position with
extremely wide latitude
for the management","['this', 'position', 'with', 'i++', 'extremely', 'wide', 'latitude', 'i++', 'for', 'the', 'management', 'i++']"
ADMINISTRATIVE ENGINEER,"Profound knowledge of
city state and local rules
and regulations","['profound', 'knowledge', 'of', 'i++', 'city', 'state', 'agencies', 'as', 'i++', 'it', 'relates', 'to', '-to', '-relates', '-it', 'i--', '-as', '-agencies', 'and', 'local', 'rules', 'i++', 'and', 'regulations', 'i++']"
PARALEGAL AIDE,"Assists attorneys
in the intake office with
intake related","['assists', 'attorneys', 'i++', 'in', 'the', 'intake', 'office', 'with', 'i++', 'intake', 'related', 'i++']"
PARALEGAL AIDE,"A program approved
by the american bar
association","['a', 'program', 'approved', 'i++', 'by', 'a', 'combination', 'of', 'i++', '12', 'semester', '-semester', '-12', 'i--', '-of', '-combination', '-a', 'the', 'american', 'bar', 'i++', 'association', 'i++']"
ASSISTANT MECHANICAL ENGINEER,"1 million people
in upstate new york city
and its watershed","['1', 'million', 'people', 'i++', 'in', 'upstate', 'new', 'york', 'city', 'i++', 'and', 'some', 'upstate', '-upstate', '-some', '-and', 'department', 'of', '-of', '-department', 'and', 'some', 'upstate', '-upstate', '-some', '-and', 'department', 'of', '-of', '-department', 'i--', '-city', 'and', 'has', 'i++', 'a', 'wastewater', '-wastewater', '-a', 'i--', '-has', '-and', 'city', 'i++', 'and', 'its', 'watershed', 'i++']"
GRAPHIC ARTIST,"The preparation
of posters informative
displays exhibits","['the', 'preparation', 'i++', 'of', 'posters', 'informative', 'i++', 'displays', 'and', '-and', 'exhibits', 'i++']"
INVESTMENT ANALYST,"Coordinating
investment conferences
and other topics","['coordinating', 'i++', 'investment', 'conferences', 'i++', 'and', 'other', 'topics', 'i++']"
INVESTMENT ANALYST,"Proficiency in
microsoft office suite word
excel powerpoint","['proficiency', 'in', 'i++', 'microsoft', 'office', 'suite', 'word', 'i++', 'excel', 'powerpoint', 'i++']"
IT SECURITY SPECIALIST,"The team maintains the
groups to which new users are
added or removed","['the', 'following', '-following', 'team', 'maintains', 'the', 'i++', 'groups', 'to', 'which', 'new', 'users', 'are', 'i++', 'added', 'or', 'removed', 'i++']"
IT SECURITY SPECIALIST,"Who wants to become
part of an information
security staff","['who', 'wants', 'to', 'become', 'i++', 'part', 'of', 'an', 'information', 'i++', 'security', 'staff', 'i++']"
IT AUTOMATION AND MONITORING E,"3+ years of strong
experience with perl and
unix shell scripting","['3+', 'years', 'of', 'strong', 'i++', 'experience', 'with', 'perl', 'and', 'i++', 'unix', 'shell', 'scripting', 'i++']"
IT AUTOMATION AND MONITORING E,"5+ years of strong
experience with perl and
unix shell scripting","['5+', 'years', 'of', 'strong', 'i++', 'experience', 'with', 'the', '-the', 'perl', 'and', 'i++', 'unix', 'shell', 'scripting', 'i++']"
ADMINISTRATIVE HOUSING DEVELOP,"The new york city
housing authority with
more than 1 billion","['the', 'new', 'york', 'city', 'i++', 'housing', 'authority', 'with', 'i++', 'more', 'than', '1', 'billion', 'i++']"
ADMINISTRATIVE HOUSING DEVELOP,"A plan to improve
the quality of life for
nycha residents","['a', 'plan', 'to', 'improve', 'i++', 'the', 'quality', 'of', 'life', 'for', 'i++', 'nycha', 'residents', 'i++']"
PUBLIC HEALTH ADVISER,"Setting and for the
nyc department of
health in the title","['setting', 'and', 'for', 'the', 'i++', 'nyc', 'department', 'of', 'i++', 'health', 'and', 'wellness', '-wellness', 'mental', '-mental', '-and', 'in', 'the', 'title', 'i++']"
PUBLIC HEALTH ADVISER,"Must be able to
work alternative hours
evening and weekends","['must', 'have', 'a', 'valid', 'i++', 'nys', 'driver', '-driver', '-nys', 'i--', '-valid', '-a', '-have', 'clearly', 'state', 'your', 'i++', 'civil', 'service', 'status', 'on', 'i++', 'your', 'resume', 'or', '-or', '-resume', '-your', 'i--', '-on', '-status', '-service', '-civil', 'i--', '-your', '-state', '-clearly', 'be', 'able', 'to', 'i++', 'work', 'alternative', 'hours', 'i++', 'evening', 'and', 'weekends', 'i++']"
SUPERVISOR OF MECHANICS(MECHAN,"Fleet maintenance and
repair of a large fleet of
motor vehicles","['fleet', 'maintenance', 'and', 'i++', 'repair', 'of', 'a', 'team', 'and', '-and', '-team', '-a', '-of', '-repair', 'operations', 'is', 'seeking', 'i++', 'to', 'hire', 'a', '-a', '-hire', '-to', 'i--', '-seeking', '-is', '-operations', 'repair', 'of', 'a', 'large', 'fleet', 'of', 'i++', 'motor', 'vehicles', 'i++']"
COMPUTER ASSOC (SOFTWARE),"The service desk and
network staff to troubleshoot
issues remotely","['the', 'candidate', '-candidate', 'service', 'desk', 'and', 'i++', 'network', 'staff', 'to', 'develop', 'i++', 'new', 'and', 'enhanced', '-enhanced', '-and', '-new', 'i--', '-develop', 'troubleshoot', 'i++', 'issues', 'remotely', 'i++']"
COMPUTER ASSOC (SOFTWARE),"Communicate with
different levels of the
organization","['communicate', 'with', 'i++', 'different', 'technical', 'groups', 'i++', 'to', 'resolve', 'an', '-an', '-resolve', '-to', 'i--', '-groups', '-technical', 'levels', 'of', 'the', 'i++', 'organization', 'i++']"
HEALTH SERVICES MANAGER,"Building on work the
district public health public
safety agenda","['building', 'on', 'work', 'the', 'i++', 'district', 'public', 'health', 'public', 'i++', 'safety', 'agenda', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"The inventory
of city-owned and leased space
for agency use","['the', 'inventory', 'i++', 'of', 'city-owned', 'and', 'leased', 'space', 'i++', 'for', 'agency', 'use', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"Communicating
with lines of service of the
city of new york","['communicating', 'i++', 'with', 'lines', 'of', 'service', 'of', 'the', 'i++', 'city', 'of', 'new', 'york', 'i++']"
ASSISTANT COMMISSIONER (BUILDI,"Develop design
and implement long range plans
goals and objectives","['develop', 'design', 'i++', 'and', 'implement', 'long', 'range', 'plans', 'i++', 'goals', 'and', 'objectives', 'i++']"
RESEARCH ASSISTANT,"The legal affairs
unit and six analysts
in the foil unit","['the', 'successful', '-successful', 'legal', 'affairs', 'i++', 'unit', 'and', 'six', 'analysts', 'i++', 'in', 'the', 'foil', 'unit', 'i++']"
RESEARCH ASSISTANT,"Conduct searches of
several databases and
web applications","['conduct', 'records', '-records', 'searches', 'of', 'i++', 'the', 'general', 'counsel', 'which', 'i++', 'consists', 'of', 'eight', '-eight', '-of', '-consists', 'i--', '-which', '-counsel', '-general', '-the', 'several', 'databases', 'and', 'i++', 'web', 'applications', 'i++']"
ASSISTANT URBAN DESIGNER,"Review procedure
ulurp and or solutions
to the agency","['review', 'with', '-with', 'design', 'plans', 'i++', 'sketches', 'maps', 'and', 'conduct', 'site', 'i++', 'plan', 'review', '-review', '-plan', 'i--', '-site', '-conduct', 'other', '-other', '-and', '-maps', '-sketches', 'i--', '-plans', '-design', 'procedure', 'i++', 'ulurp', 'and', 'or', 'solutions', 'i++', 'to', 'the', 'agency', 'i++']"
ASSISTANT URBAN DESIGNER,"Under minimal
supervision and manage
multiple projects","['under', 'direct', '-direct', 'minimal', 'i++', 'supervision', 'and', 'manage', 'i++', 'multiple', 'projects', 'i++']"
ASST COMMISSIONER (ENV HS)-HMH,"The bureau of child
care by enforcing city
and new york city","['the', 'bureau', 'of', 'child', 'i++', 'care', 'centers', 'home-based', 'child', '-child', '-home-based', '-centers', 'by', 'enforcing', 'city', 'i++', 'and', 'new', 'york', 'city', 'i++']"
CITY MEDICAL DIRECTOR,"The community
practitioners and foster
care children and youth","['the', 'community', 'i++', 'practitioners', 'and', 'foster', 'i++', 'care', 'children', 'and', 'youth', 'i++']"
CITY MEDICAL DIRECTOR,"Review committee
that determines the need for
residential care","['review', 'committee', 'i++', 'that', 'will', 'evaluate', 'and', 'i++', 'approve', 'mental', '-mental', '-approve', 'i--', '-and', '-evaluate', '-will', 'determines', 'the', 'need', 'for', 'i++', 'residential', 'care', 'i++']"
LABORATORY MICROBIOLOGIST,"The health of all new
york state approved methods and
techniques as needed","['the', 'bureau', 'of', '-of', 'provides', 'i++', 'direct', 'clinical', '-clinical', '-direct', 'i--', '-provides', '-bureau', 'health', 'of', 'all', 'new', 'i++', 'york', 'city', 'residents', 'and', 'i++', 'more', 'than', '1', '-1', '-than', '-more', 'i--', '-and', '-residents', '-city', 'state', 'approved', 'methods', 'and', 'i++', 'techniques', 'as', 'needed', 'i++']"
LABORATORY MICROBIOLOGIST,"The needs of the new
york state approved methods and
techniques as needed","['the', 'needs', 'of', 'the', 'new', 'i++', 'york', 'state', 'clinical', '-clinical', 'approved', 'methods', 'and', 'i++', 'will', 'assemble', '-assemble', '-will', 'techniques', 'as', 'needed', 'i++']"
AGENCY ATTORNEY INTERNE,"Provide counsel to
the agency including
class action lawsuits","['provide', 'counsel', 'to', 'i++', 'the', 'agency', 'chief', '-chief', 'including', 'i++', 'class', 'action', 'lawsuits', 'i++']"
AGENCY ATTORNEY INTERNE,"Motions and other
agencies or oversights
as necessary","['motions', 'and', 'other', 'i++', 'agencies', 'or', 'oversights', 'i++', 'as', 'necessary', 'i++']"
CHILD WELFARE SPECIALIST,"Flexibility
and ability to work
as part of a team","['flexibility', 'i++', 'and', 'ability', 'to', 'step', 'i++', 'into', 'an', '-an', '-into', 'i--', '-step', 'work', 'i++', 'as', 'needed', 'on', '-on', '-needed', 'part', 'of', 'a', 'team', 'i++']"
CHILD WELFARE SPECIALIST,"The incumbent will
be referred to the borough
offices daily","['the', 'incumbent', 'will', 'i++', 'be', 'working', 'closely', 'with', '-with', '-closely', '-working', 'responsible', 'but', 'not', 'i++', 'limited', 'to', '-to', '-limited', 'i--', '-not', '-but', '-responsible', 'referred', 'to', 'the', 'borough', 'i++', 'offices', 'daily', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"The director of
human resources hr
director include","['the', 'blake', 'fellowship', 'i++', 'program', 'shall', 'consist', 'of', 'three', 'i++', '3', '-3', 'i--', '-three', '-of', '-consist', '-shall', '-program', 'i--', '-fellowship', '-blake', 'director', 'will', 'i++', 'oversee', 'the', 'human', '-human', '-the', '-oversee', 'provide', 'direction', 'and', '-and', '-direction', '-provide', 'i--', '-will', 'of', 'i++', 'human', 'resources', 'hr', 'i++', 'director', 'include', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"Salary civil
service hiring management
and workforce planning","['salary', 'civil', 'i++', 'service', 'hiring', 'management', 'i++', 'and', 'workforce', 'planning', 'i++']"
THERMOSTAT REPAIRER,"Use hvac building
automation systems and
ddc controls","['use', 'hvac', 'building', 'i++', 'automation', 'system', '-system', 'systems', 'and', 'i++', 'ensure', 'that', '-that', '-ensure', 'ddc', 'controls', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"Coordinating
the operation of word
processing systems","['coordinating', 'i++', 'the', 'operation', 'of', 'word', 'i++', 'processing', 'systems', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"The operation
of word processing office
and or promotion","['the', 'operation', 'i++', 'of', 'word', 'processing', 'office', 'i++', 'and', 'or', 'project', '-project', 'promotion', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"The city of new
york city emergency
management a plus","['the', 'city', 'of', 'new', 'i++', 'york', 'city', 'emergency', 'i++', 'management', 'is', '-is', 'a', 'plus', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Demonstrated skills
and experience with a
class a endorsement","['demonstrated', 'skills', 'i++', 'and', 'experience', 'with', 'apt', 'i++', 'fms', 'and', '-and', '-fms', 'i--', '-apt', 'a', 'i++', 'large', '-large', 'i--', '-a', 'apt', 'i++', 'fms', 'and', '-and', '-fms', 'i--', '-apt', 'a', 'i++', 'class', 'a', 'endorsement', 'i++']"
ADM MANAGER-NON-MGRL FRM M1/M2,"The environment
and the environment and
the environment","['the', 'quarterly', '-quarterly', 'environment', 'i++', 'and', 'the', 'environment', 'and', 'i++', 'the', 'environment', 'i++']"
ADM MANAGER-NON-MGRL FRM M1/M2,"The acco
and reporting to the chief
of contract awards","['the', 'acco', 'i++', 'and', 'deputy', 'chief', 'with', '-with', '-chief', '-deputy', 'reporting', 'to', 'the', 'chief', 'i++', 'of', 'contract', 'awards', 'i++']"
ASSISTANT CIVIL ENGINEER,"Prepare reports and
work products conform to the
following duties","['prepare', 'reports', 'and', 'i++', 'work', 'products', 'conform', 'to', 'the', 'i++', 'engineering', '-engineering', 'functions', 'or', '-or', '-functions', 'maintenance', 'of', '-of', '-maintenance', 'program', 'scope', 'of', '-of', '-scope', '-program', 'following', 'duties', 'i++']"
ASSISTANT CIVIL ENGINEER,"Preferences will
be built and or construction
management projects","['preferences', 'will', 'i++', 'be', 'built', 'and', 'or', 'construction', 'i++', 'management', 'projects', 'i++']"
DIETITIAN,"The dietary
service for compliance with
accepted standards","['the', 'dietary', 'i++', 'service', 'for', 'compliance', 'with', 'i++', 'accepted', 'standards', 'i++']"
ADMINISTRATIVE TRANSPORTATION,"The parking fields as
well as all authorized and
other agencies","['the', 'parking', 'fields', 'as', 'i++', 'well', 'as', 'all', 'authorized', 'and', 'i++', 'other', 'parking', '-parking', 'agencies', 'i++']"
ADMINISTRATIVE TRANSPORTATION,"The candidate will
be reporting to the tasks
as outlined below","['the', 'candidate', 'will', 'i++', 'be', 'reporting', 'to', 'the', 'tasks', 'i++', 'as', 'outlined', 'below', 'i++']"
LANDSCAPE ARCHITECT,"Portfolio the
successful candidate will
have the following","['portfolio', 'the', 'i++', 'successful', 'candidate', 'will', 'i++', 'also', 'assist', '-assist', '-also', 'i--', '-will', 'is', 'i++', 'a', 'champion', '-champion', '-a', 'effective', 'at', '-at', '-effective', 'i--', '-is', 'will', 'i++', 'have', 'the', 'following', 'i++']"
LANDSCAPE ARCHITECT,"Coordinate with
agency staff including
landscape architects","['coordinate', 'with', 'i++', 'agency', 'goals', 'such', 'as', '-as', '-such', '-goals', 'staff', 'including', 'i++', 'landscape', 'architects', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Portfolio of
both city-owned and leased real
estate services","['portfolio', 'of', 'i++', 'both', 'city-owned', 'and', 'leased', 'real', 'i++', 'estate', 'services', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Developing space
standards in office design
and project updates","['developing', 'space', 'i++', 'standards', 'in', 'office', 'space', '-space', 'design', 'i++', 'and', 'project', 'updates', 'i++']"
STAFF ANALYST TRAINEE,"Please note that only
applicants permanent in
the following tasks","['please', 'note', 'that', 'only', 'i++', 'applicants', 'permanent', 'in', 'i++', 'the', 'following', 'tasks', 'i++']"
DIRECTOR OF CORRECTIONAL STAND,"The incumbent will
review and evaluate
compliance issues","['the', 'incumbent', 'will', 'i++', 'review', 'and', 'evaluate', 'i++', 'compliance', 'issues', 'i++']"
CITY PLANNER,"Work on bike share and
or cycling a plus but
not be considered","['work', 'on', 'bike', 'share', 'and', 'i++', 'or', 'cycling', 'a', 'plus', 'but', 'i++', 'not', 'be', 'considered', 'i++']"
CITY PLANNER,"Perform fieldwork in
support of oversight of
citi bike system","['perform', 'fieldwork', 'in', 'i++', 'support', 'of', 'oversight', 'of', 'i++', 'citi', 'bike', 'is', '-is', 'system', 'i++']"
METAL WORK MECHANIC,"Is responsible
for and directs the work of
assigned personnel","['is', 'preferred', '-preferred', 'responsible', 'i++', 'for', 'and', 'directs', 'the', 'work', 'of', 'i++', 'assigned', 'personnel', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"Serve as an outreach
specialist in the center
for health and the need","['serve', 'as', 'an', 'outreach', 'i++', 'specialist', 'in', 'the', 'center', 'i++', 'for', 'health', 'and', 'the', 'need', 'i++']"
PRINCIPAL ADMINISTRATIVE ASSOC,"The bureau is a
division within the fleet
and rental unit","['the', 'bureau', 'of', '-of', 'is', 'a', 'i++', 'division', 'within', 'the', 'fleet', 'i++', 'and', 'rental', 'unit', 'i++']"
EXAMINING ATTORNEY,"In addition to
legal work the assistant
counsel will include","['in', 'addition', 'to', 'i++', 'legal', 'work', 'the', 'assistant', 'i++', 'counsel', 'will', 'include', 'i++']"
ECONOMIST,"An understanding
of statistical methods
and data sources","['an', 'understanding', 'i++', 'of', 'statistical', 'methods', 'i++', 'and', 'processes', '-processes', 'data', 'sources', 'i++']"
ECONOMIST,"The direction of
the transportation planning
and policy group","['the', 'direction', 'of', 'i++', 'the', 'datasets', 'provide', '-provide', 'and', 'their', '-their', '-and', 'provide', '-provide', '-datasets', 'transportation', 'planning', 'i++', 'and', 'policy', 'group', 'i++']"
SEWAGE TREATMENT WORKER,"Operate maintain
and repair machinery
equipment and grounds","['operate', 'maintain', 'i++', 'and', 'repair', 'equipment', 'such', 'i++', 'as', 'entering', '-entering', 'making', '-making', '-as', 'i--', '-such', '-equipment', 'machinery', 'i++', 'equipment', 'and', 'grounds', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"Field crews projects on
time impact analysis
on contract changes","['field', 'crews', 'projects', 'on', 'i++', 'time', 'impact', 'analysis', 'i++', 'on', 'contract', 'changes', 'i++']"
ADMINISTRATIVE PROJECT MANAGER,"The chief of staff will
provide management reports
and presentations","['the', 'chief', 'of', 'staff', 'will', 'i++', 'be', 'the', 'primary', '-primary', '-the', '-be', 'provide', 'effective', '-effective', '-provide', 'assist', 'in', 'financial', 'and', 'i++', 'schedule', 'for', '-for', '-schedule', 'i--', '-and', '-financial', '-in', '-assist', 'provide', 'management', 'reports', 'i++', 'and', 'presentations', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Preparing status
reports of the director
of the public trust","['preparing', 'status', 'i++', 'reports', 'of', 'the', 'director', 'i++', 'of', 'vendor', '-vendor', 'the', 'public', 'trust', 'i++']"
CONFIDENTIAL INVESTIGATOR,"The ability
to multi-task and manage
large volume of tasks","['the', 'ability', 'i++', 'to', 'multi-task', 'and', 'work', 'in', 'i++', 'a', 'fast', 'paced', '-paced', '-fast', '-a', 'i--', '-in', '-work', 'manage', 'i++', 'large', 'volume', 'of', 'tasks', 'i++']"
SUPERVISING COMPUTER SERVICE T,"The overall desk
activities including
the supervisors","['the', 'overall', 'desk', 'i++', 'activities', 'including', 'i++', 'the', 'supervisors', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"Provide services
related to combating
bias incidents","['provide', 'services', 'i++', 'related', 'to', 'the', '-the', 'combating', 'i++', 'bias', 'incidents', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"Communities and
people with criminal or
arrest histories","['communities', 'and', 'i++', 'people', 'with', 'limited', '-limited', 'criminal', 'or', 'i++', 'arrest', 'histories', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Industry partners
in the devices domain
hardware or software","['industry', 'partners', 'i++', 'in', 'the', 'food', 'service', 'sector', 'i++', 'in', 'new', 'york', 'state', '-state', 'in', '-in', '-york', '-new', '-in', 'i--', '-sector', '-service', '-food', 'devices', 'domain', 'i++', 'hardware', 'or', 'software', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"The development
of a new york city and
other stakeholders","['the', 'development', 'i++', 'of', 'a', 'superior', '-superior', 'new', 'york', 'city', 'and', 'i++', 'other', 'stakeholders', 'i++']"
