title,haiku,path
CONFIDENTIAL STRATEGY PLANNER,"Effective matrix
management team building and
influencing skills","['effective', 'matrix', 'i++', 'management', 'team', 'building', 'and', 'i++', 'influencing', 'skills', 'i++']"
LEGAL COORDINATOR,"Administering
the operation of a
notary public","['administering', 'i++', 'the', 'operation', 'of', 'a', 'i++', 'correctional', '-correctional', 'notary', 'public', 'i++']"
PUBLIC HEALTH NURSE,"Supervise office
of school health staff within an
assigned area","['supervise', 'office', 'i++', 'of', 'school', 'health', 'staff', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
PUBLIC HEALTH NURSE,,"['osh', 'promotes', 'the', 'health', 'i++', 'of', 'the', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
PUBLIC HEALTH NURSE,,"['serving', 'as', 'office', 'i++', 'of', 'school', 'health', 'staff', 'and', 'will', 'be', 'i++', 'responsible', '-responsible', 'i--', '-be', '-will', 'school', 'based', 'i++', 'department', 'of', '-of', '-department', 'i--', '-based', '-school', '-and', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
PUBLIC HEALTH NURSE,,"['osh', 'team', '-team', 'the', 'bureau', 'of', 'i++', 'school', 'health', 'representative', 'i++', 'responsible', '-responsible', 'i--', '-representative', 'staff', 'within', 'an', '-an', '-within', 'and', 'will', 'be', '-be', '-will', '-and', 'within', 'an', '-an', '-within', '-staff', 'programs', 'policies', 'i++', 'and', 'special', 'projects', 'i++']"
PUBLIC HEALTH NURSE,,"['other', 'agencies', 'i++', 'involved', 'with', 'the', 'tb', '-tb', 'osh', 'team', '-team', '-osh', 'tb', '-tb', '-the', '-with', '-involved', 'i--', '-agencies', 'school', 'health', 'staff', 'i++', 'and', 'school', 'based', 'department', 'of', 'i++', 'health', 'and', 'mental', '-mental', '-and', '-health', 'education', 'staff', 'i++']"
PUBLIC HEALTH NURSE,,"['osh', 'promotes', 'the', 'health', 'i++', 'of', 'the', 'borough', 'nursing', '-nursing', '-borough', '-the', 'school', 'health', 'staff', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
BAKER,"Ensuring that all
prepped food and or other shapes
and places in pans","['ensuring', 'that', 'all', 'i++', 'prepped', 'food', 'and', 'or', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'baked', 'i++', 'goods', 'for', 'special', '-special', '-for', '-goods', 'i--', '-baked', '-other', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'shapes', 'i++', 'and', 'places', 'in', 'pans', 'i++']"
PUBLIC HEALTH ASSISTANT,"Explain testing and
clinical procedures to
customers patients","['explain', 'testing', 'and', 'i++', 'clinical', 'procedures', 'to', 'i++', 'customers', 'patients', 'i++']"
PUBLIC HEALTH ASSISTANT,,"['the', 'direction', 'of', 'i++', 'the', 'supervising', 'public', 'i++', 'health', 'detailing', '-detailing', 'advisor', 'will', 'i++']"
PUBLIC HEALTH ASSISTANT,,"['the', 'supervising', 'i++', 'public', 'health', 'assistant', 'call', 'i++', 'agent', 'with', '-with', 'duties', 'will', 'i++']"
ADMINISTRATIVE QUALITY ASSURAN,"Identify trends
project consequences and
plan accordingly","['identify', 'trends', 'i++', 'project', 'consequences', 'and', 'i++', 'plan', 'accordingly', 'i++']"
ADMINISTRATIVE QUALITY ASSURAN,"Please read this posting
carefully to make timely
and sound decisions","['please', 'read', 'this', 'posting', 'i++', 'carefully', 'to', 'make', 'timely', 'i++', 'and', 'sound', 'decisions', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,,"['submission', 'to', 'the', 'i++', 'assistant', 'director', 'of', 'i++', 'software', 'services', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,"With wide latitude
for independent judgment
and initiative","['with', 'wide', 'latitude', 'i++', 'for', 'independent', 'judgment', 'i++', 'and', 'initiative', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,,"['the', 'operation', 'i++', 'of', 'word', 'processing', 'systems', 'i++', 'i--', '-systems', 'office', 'i++', 'and', 'or', 'promotion', 'i++']"
ASSOCIATE QUALITY ASSURANCE SP,,"['audits', 'production', 'i++', 'levels', 'quality', 'control', 'i++', 'job', 'tracking', 'and', '-and', '-tracking', '-job', 'i--', '-control', '-quality', 'evaluates', 'staff', 'i++', 'performance', 'and', '-and', '-performance', 'i--', '-staff', '-evaluates', '-levels', 'i--', '-production', 'of', 'pavement', 'i++', 'marking', 'installations', 'to', 'i++', 'ensure', 'dot', 'standards', 'i++']"
NUTRITION CONSULTANT,"Assess assigned meal
programs and the department
for the elderly","['assess', 'assigned', 'meal', 'i++', 'programs', 'for', 'contract', '-contract', 'the', 'aging', '-aging', '-the', 'contract', '-contract', '-for', 'and', 'the', 'department', 'i++', 'of', 'health', 'and', '-and', '-health', '-of', 'for', 'the', 'elderly', 'i++']"
NUTRITION CONSULTANT,"Familiarity
with the department of health
and mental hygiene","['familiarity', 'i++', 'with', 'the', 'different', '-different', 'department', 'of', 'health', 'i++', 'and', 'mental', 'hygiene', 'i++']"
ELECTRICIAN,"Repair and replace
faulty switches sockets and
other documents","['repair', 'and', 'replace', 'i++', 'faulty', 'switches', 'sockets', 'and', 'i++', 'other', 'heating', '-heating', 'documents', 'i++']"
ELECTRICIAN,,"['this', 'position', '-position', 'license', 'must', 'be', 'i++', 'serving', 'permanently', 'in', 'i++', 'the', 'title', 'of', '-of', '-title', 'sections', '-sections', '-the', 'i--', '-in', '-permanently', '-serving', 'maintained', 'for', 'the', 'bureau', 'of', 'i++', 'wastewater', 'per', 'day', 'i++']"
ELECTRICIAN,"Knowledge using the
computerized maintenance
management system","['knowledge', 'using', 'the', 'i++', 'computerized', 'maintenance', 'i++', 'management', 'system', 'i++']"
ELECTRICIAN,"Ability to
read and update work orders
and inventory","['ability', 'to', 'i++', 'read', 'specification', 'to', 'i++', 'order', '-order', 'i--', '-to', '-specification', 'and', 'understand', '-understand', '-and', 'specification', 'to', 'i++', 'order', '-order', 'i--', '-to', '-specification', 'and', 'update', 'work', 'orders', 'i++', 'and', 'inventory', 'i++']"
ELECTRICIAN,,"['in', 'the', 'sections', '-sections', 'state', 'of', 'new', 'i++', 'york', 'city', 'electrical', 'i++', 'code', 'and', 'or', 'statute', 'i++']"
ELECTRICIAN,,"['preferred', 'applicants', 'i++', 'have', 'filed', 'for', 'the', 'bureau', 'of', 'i++', 'wastewater', 'per', 'day', 'i++']"
DEPUTY ASSISTANT DIRECTOR (CIV,"The ability
to use computer software
and applications","['the', 'united', 'states', 'i++', 'the', '-the', 'i--', '-states', '-united', 'ability', 'i++', 'to', 'build', 'coalitions', '-coalitions', '-build', 'use', 'computer', 'software', 'i++', 'and', 'applications', 'i++']"
PROCUREMENT ANALYST,,"['making', 'in', 'the', 'south', 'i++', 'bronx', 'east', 'and', 'central', 'brooklyn', 'i++', 'i--', '-brooklyn', 'harlem', 'i++', 'and', 'north', 'and', '-and', '-north', '-and', 'i--', '-harlem', 'brooklyn', 'i++', 'i--', '-brooklyn', '-central', '-and', '-east', '-bronx', 'i--', '-south', 'day', 'i++', 'to', 'day', 'administrative', 'i++', 'functions', 'for', 'the', 'hub', 'i++']"
PROCUREMENT ANALYST,"Experience in
procurement and or contract
management reports","['experience', 'in', 'i++', 'procurement', 'and', 'contract', '-contract', 'or', 'contract', 'i++', 'compliance', 'or', '-or', '-compliance', 'management', 'reports', 'i++']"
PROCUREMENT ANALYST,,"['the', 'agency', 'goal', 'i++', 'of', 'maximizing', '-maximizing', '-of', 'i--', '-goal', 'in', 'i++', 'the', 'title', 'procurement', '-procurement', '-title', 'implementation', 'of', 'i++', 'computer', 'skills', '-skills', '-computer', 'i--', '-of', '-implementation', '-the', 'i--', '-in', 'chief', 'i++', 'contracting', 'office', 'is', '-is', '-office', '-contracting', 'i--', '-chief', 'and', 'i++', 'the', 'ability', 'to', 'be', 'i++', 'a', 'team', 'player', '-player', '-team', '-a', 'i--', '-be', 'work', 'i++', 'independently', 'i++']"
PROCUREMENT ANALYST,,"['the', 'program', '-program', 'budget', 'office', 'i++', 'is', 'responsible', 'for', 'all', 'i++', 'methods', 'of', '-of', '-methods', 'payments', 'are', 'made', '-made', '-are', 'and', 'or', '-or', '-and', '-payments', 'methods', 'of', '-of', '-methods', 'i--', '-all', 'the', 'i++', 'following', 'tasks', '-tasks', '-following', 'i--', '-the', '-for', '-responsible', '-is', 'i--', '-office', '-budget', 'agency', 'chief', 'i++', 'contracting', 'office', 'acco', 'i++', 'office', 'of', 'contracts', 'i++']"
PROCUREMENT ANALYST,"Prepare procurement
documents and review of
standard reporting","['prepare', 'procurement', 'i++', 'documents', 'including', '-including', 'and', 'contracts', 'is', 'i++', 'seeking', 'an', '-an', '-seeking', 'i--', '-is', '-contracts', 'review', 'of', 'i++', 'standard', 'reporting', 'i++']"
PROCUREMENT ANALYST,,"['the', 'department', 'of', 'i++', 'finance', 'in', 'compliance', 'with', 'i++', 'all', 'stakeholders', '-stakeholders', '-all', 'i--', '-with', '-compliance', '-in', 'is', 'seeking', 'an', '-an', '-seeking', '-is', 'in', 'compliance', 'with', 'i++', 'the', 'day', 'to', 'day', '-day', '-to', '-day', 'technical', 'staff', 'i++']"
PROCUREMENT ANALYST,,"['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'primary', 'care', 'in', 'i++', 'high', 'need', 'neighborhoods', 'i++']"
PROCUREMENT ANALYST,,"['this', 'title', 'shall', 'not', 'i++', 'be', 'limited', 'to', 'the', '-the', 'micro', 'i++', 'i--', '-micro', '-to', '-limited', '-be', 'i--', '-not', '-shall', '-title', 'position', 'as', 'i++', 'you', 'will', 'not', 'be', 'limited', 'i++', 'to', 'the', 'following', 'i++']"
PROCUREMENT ANALYST,,"['duties', 'will', 'include', 'i++', 'but', 'are', 'not', 'be', 'limited', 'i++', 'to', 'the', 'office', '-office', 'director', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Support to foster
care agency and other
child welfare issues","['support', 'regarding', 'i++', 'planning', 'contracting', '-contracting', '-planning', 'i--', '-regarding', 'to', 'foster', 'i++', 'care', 'agency', 'and', 'other', 'i++', 'child', 'welfare', 'issues', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The revision or
renewal of existing
child welfare issues","['the', 'revision', 'or', 'i++', 'renewal', 'of', 'existing', 'i++', 'child', 'welfare', 'issues', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,,"['some', 'of', 'the', 'new', 'york', 'i++', 'city', 'family', 'justice', 'i++', 'center', 'in', 'the', 'bronx', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The ability
to work well in a diverse
team environment","['the', 'ability', 'i++', 'to', 'proofread', 'and', 'edit', '-edit', '-and', '-proofread', 'work', 'well', 'in', 'a', 'diverse', 'i++', 'team', 'environment', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,,"['the', 'agency', 'at', 'i++', 'routine', 'external', 'meetings', 'i++', 'or', 'conferences', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"Work of the new york
city family justice
center in the bronx","['work', 'with', 'other', '-other', 'kin', '-kin', '-with', 'within', 'child', '-child', '-within', 'of', 'the', 'new', 'york', 'i++', 'city', 'family', 'justice', 'i++', 'center', 'in', 'the', 'bronx', 'i++']"
ADMINISTRATIVE DIRECTOR OF SOC,"The commissioner
of the street homeless in new
york city visions","['the', 'commissioner', 'i++', 'of', 'the', 'street', 'homeless', 'in', 'new', 'i++', 'york', 'city', 'visions', 'i++']"
IT SECURITY SPECIALIST,"The team maintains the
groups to which new users are
added or removed","['the', 'team', 'maintains', 'the', 'i++', 'groups', 'to', 'which', 'new', 'users', 'are', 'i++', 'added', 'or', 'removed', 'i++']"
IT SECURITY SPECIALIST,"Experience in
a significant phase of
this evolution","['experience', 'in', 'i++', 'a', 'prioritized', '-prioritized', 'significant', 'phase', 'of', 'i++', 'this', 'evolution', 'i++']"
IT SECURITY SPECIALIST,"Who wants to become
part of an information
security staff","['who', 'wants', 'to', 'become', 'i++', 'part', 'of', 'an', 'exciting', 'team', 'i++', 'of', '-of', 'i--', '-team', '-exciting', 'information', 'i++', 'security', 'staff', 'i++']"
IT SECURITY SPECIALIST,"The ability
to handle multiple tasks
under tight deadlines","['the', 'ability', 'i++', 'to', 'handle', 'multiple', 'tasks', 'i++', 'under', 'tight', 'deadlines', 'i++']"
STAFF NURSE,,"['as', 'a', 'member', 'of', 'i++', 'a', 'health', 'care', 'needs', 'of', 'children', 'i++', 'change', '-change', 'to', 'appropriate', 'i++']"
STAFF NURSE,,"['the', 'preferred', '-preferred', 'care', 'of', 'children', 'i++', 'to', 'appropriate', 'members', 'i++', 'of', 'the', 'health', 'care', 'needs', 'i++']"
COMPUTER PROGRAMMER ANALYST,,"['strong', 'verbal', 'writing', 'i++', 'and', 'presentation', 'skills', 'and', 'i++', 'the', 'training', '-training', 'environment', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The position will
support existing data
systems and programs","['the', 'remote', 'learning', 'i++', 'team', '-team', 'i--', '-learning', '-remote', 'position', 'will', 'i++', 'support', 'existing', 'data', 'i++', 'systems', 'and', 'programs', 'i++']"
COMPUTER PROGRAMMER ANALYST,,"['conducting', 'audits', 'i++', 'and', 'other', 'programs', 'as', 'needs', 'i++', 'and', 'technologies', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Stay current in the
use of technology to
support new system","['stay', 'current', 'in', 'the', 'i++', 'use', 'of', 'technology', 'to', 'i++', 'support', 'learning', '-learning', 'new', 'system', 'i++']"
COMPUTER PROGRAMMER ANALYST,,"['the', 'highest', '-highest', 'environment', 'i++', 'and', 'the', 'training', 'tracking', 'and', 'i++', 'reporting', 'system', 'i++']"
COMPUTER PROGRAMMER ANALYST,"Net developer
to maintain existing and
new applications","['net', 'framework', '-framework', 'and', 'asp', '-asp', '-and', 'developer', 'i++', 'to', 'join', 'the', 'remote', 'learning', 'i++', 'team', '-team', 'i--', '-learning', '-remote', '-the', '-join', 'maintain', 'existing', 'and', 'i++', 'new', 'applications', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The position will
support the emergency
response agencies","['the', 'position', 'will', 'i++', 'support', 'the', 'development', 'i++', 'updating', '-updating', 'of', 'it', 'audit', '-audit', '-it', '-of', 'i--', '-development', 'emergency', 'i++', 'response', 'agencies', 'i++']"
COMPUTER PROGRAMMER ANALYST,,"['these', 'skills', 'as', 'part', 'of', 'i++', 'a', 'team', 'of', 'experienced', 'i++', 'scientists', '-scientists', 'i--', '-experienced', '-of', 'environment', 'on', 'i++', 'demanding', 'projects', 'i++']"
COMPUTER PROGRAMMER ANALYST,"The environment
and the environment and
the environment","['the', 'environment', 'i++', 'and', 'the', 'environment', 'and', 'i++', 'the', 'training', '-training', 'environment', 'i++']"
GRAPHIC ARTIST,"The candidate must
be familiar with layout
and large print formats","['the', 'candidate', 'must', 'i++', 'be', 'familiar', 'with', 'layout', 'i++', 'and', 'large', 'print', 'formats', 'i++']"
GRAPHIC ARTIST,"The preparation
of posters informative
displays exhibits","['the', 'preparation', 'i++', 'of', 'posters', 'informative', 'i++', 'displays', 'and', '-and', 'exhibits', 'i++']"
GRAPHIC ARTIST,,"['the', 'department', 'of', 'i++', 'health', 'and', 'mental', 'hygiene', '-hygiene', 'health', 'impact', 'i++', 'of', 'the', 'web', 'unit', 'i++']"
GRAPHIC ARTIST,"Create digital
assets for all videos
and marketing trends","['create', 'reporting', 'i++', 'i--', '-reporting', 'digital', 'i++', 'assets', 'for', 'all', 'videos', 'i++', 'and', 'marketing', 'trends', 'i++']"
GRAPHIC ARTIST,,"['designs', 'and', 'see', '-see', 'creates', 'i++', 'materials', 'for', 'parents', 'i++', 'and', '-and', 'i--', '-parents', 'safe', 'kids', 'i++', 'i--', '-kids', '-safe', 'outreach', 'i++', 'to', 'the', 'following', 'i++']"
INSTRUMENTATION SPECIALIST,,"['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'the', 'ability', 'i++', 'to', 'assemble', '-assemble', '-to', 'i--', '-ability', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'ability', 'i++', 'to', 'prepare', 'reports', 'i++']"
INSTRUMENTATION SPECIALIST,,"['the', 'field', 'and', 'may', 'be', 'i++', 'required', 'to', 'have', '-have', 'wear', 'a', '-a', '-wear', 'work', 'shifts', '-shifts', '-work', 'have', '-have', '-to', '-required', 'damp', 'dark', 'dusty', 'dirty', 'and', 'i++', 'or', 'respirators', 'i++']"
INSTRUMENTATION SPECIALIST,,"['the', 'is', 'will', 'perform', 'i++', 'the', 'following', 'tasks', '-tasks', '-following', '-the', 'applicable', 'quality', 'i++', 'control', 'procedures', 'i++']"
INSTRUMENTATION SPECIALIST,,"['the', 'education', 'i++', 'and', 'experience', '-experience', '-and', 'i--', '-education', 'maintenance', 'of', 'i++', 'supplies', 'and', 'equipment', 'and', 'i++', 'order', 'equipment', 'i++']"
INSTRUMENTATION SPECIALIST,,"['work', 'described', 'above', 'i++', 'will', 'be', 'responsible', 'for', 'i++', 'the', 'position', '-position', 'duration', '-duration', '-the', 'maintenance', 'and', '-and', '-maintenance', 'the', 'duration', '-duration', '-the', 'i--', '-for', '-responsible', '-be', '-will', 'is', 'mostly', 'performed', 'in', 'the', 'i++', 'job', 'posting', 'notice', 'i++']"
INSTRUMENTATION SPECIALIST,"Work described above
is mostly performed in an
ethical manner","['work', 'in', 'restricted', 'i++', 'spaces', 'for', 'up', 'to', 'waist', 'height', 'i++', 'i--', '-height', '-waist', '-to', '-up', '-for', '-spaces', 'i--', '-restricted', '-in', 'described', 'above', 'i++', 'is', 'mostly', 'performed', 'in', 'the', 'i++', 'country', 'with', '-with', '-country', 'i--', '-the', 'an', 'i++', 'ethical', 'manner', 'i++']"
INSTRUMENTATION SPECIALIST,"Employees must be
maintained for the duration
of their employment","['employees', 'must', 'be', 'i++', 'physically', 'able', 'to', 'i++', 'endure', 'long', '-long', '-endure', 'i--', '-to', '-able', '-physically', 'maintained', 'for', 'the', 'position', 'i++', 'under', 'the', '-the', '-under', 'i--', '-position', 'duration', 'i++', 'of', 'their', 'employment', 'i++']"
INSTRUMENTATION SPECIALIST,,"['license', 'valid', 'in', 'i++', 'the', 'country', 'with', 'nearly', '-nearly', '-with', '-country', 'instrumentation', 'and', 'i++', 'control', 'equipment', 'i++']"
EXAMINING ATTORNEY,,"['in', 'the', 'police', 'force', 'i++', 'i--', '-force', '-police', '-the', 'other', 'matters', 'i++', 'necessary', 'to', 'advance', 'i++', 'the', 'work', 'of', '-of', '-work', '-the', 'i--', '-advance', '-to', '-necessary', 'i--', '-matters', '-other', 'addition', 'to', 'i++', 'legal', 'work', 'the', 'assistant', 'i++', 'counsel', 'will', 'include', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Its mission is to
promote quality housing
and neighborhood groups","['its', 'mission', 'is', 'to', 'i++', 'promote', 'quality', 'housing', 'i++', 'and', 'neighborhood', 'groups', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,,"['thorough', 'knowledge', 'of', 'i++', 'or', 'experience', 'with', '-with', '-experience', '-or', 'new', 'york', 'city', 'government', 'i++', 'and', 'housing', 'issues', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Its mission is to
promote quality housing
and neighborhood plans","['its', 'mission', 'is', 'to', 'i++', 'promote', 'quality', 'housing', 'i++', 'and', 'diverse', '-diverse', 'neighborhood', 'plans', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Community boards
civic associations
and neighborhood groups","['community', 'boards', 'i++', 'civic', 'associations', 'i++', 'and', 'neighborhood', 'groups', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Thorough knowledge of
zoning land use planning and
project management","['thorough', 'knowledge', 'of', 'i++', 'zoning', 'land', 'use', 'and', 'zoning', 'i++', 'and', '-and', 'i--', '-zoning', '-and', 'planning', 'and', 'i++', 'project', 'management', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,,"['community', 'boards', 'i++', 'civic', 'associations', 'i++', 'and', 'neighborhood', 'plans', 'i++']"
SUMMER GRADUATE INTERN,"Interns will be placed
in any division of
the law department","['interns', 'will', 'be', 'placed', 'i++', 'in', 'offices', 'located', 'i++', 'in', 'any', 'of', '-of', '-any', '-in', 'i--', '-located', '-offices', 'the', 'tort', 'or', 'family', 'i++', 'court', 'divisions', '-divisions', '-court', 'i--', '-family', '-or', '-tort', '-the', 'any', 'division', 'of', 'i++', 'the', 'law', 'department', 'i++']"
SUMMER GRADUATE INTERN,,"['all', 'other', 'interns', 'i++', 'will', 'be', 'placed', 'in', 'the', 'tort', 'or', 'i++', 'family', 'court', '-court', '-family', 'i--', '-or', '-tort', '-the', 'offices', 'i++', 'located', 'in', '-in', '-located', 'i--', '-offices', 'any', 'of', 'i++', 'the', 'five', 'new', 'york', '-york', '-new', '-five', 'law', 'department', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Experience in
a broad variety of
financial data","['experience', 'in', 'i++', 'a', 'broad', 'variety', 'of', 'i++', 'financial', 'data', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Reporting to the
assistant comptroller for
asset management","['reporting', 'to', 'the', 'i++', 'associate', 'director', 'i++', 'the', '-the', 'i--', '-director', '-associate', 'following', 'teams', '-teams', '-following', 'assistant', 'comptroller', 'for', 'i++', 'asset', 'management', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"The preparation
of financial management
system is a plus","['the', 'preparation', 'i++', 'of', 'financial', 'management', 'i++', 'a', 'group', 'which', '-which', '-group', '-a', 'system', 'is', 'a', 'plus', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Reporting to the
director of financial
management system","['reporting', 'to', 'the', 'i++', 'director', 'of', 'financial', 'i++', 'data', '-data', 'management', 'system', 'i++']"
ASSOCIATE INSPECTOR (HIGHWAYS,"May be required
to appear as a witness
in court when ordered","['may', 'be', 'required', 'i++', 'to', 'appear', 'as', 'a', 'witness', 'i++', 'in', 'court', 'when', 'ordered', 'i++']"
HIGH PRESSURE PLANT TENDER,"Tend to equipment
and assist in the review
of skilled trade tickets","['tend', 'to', 'equipment', 'i++', 'and', 'assist', 'in', 'the', 'review', 'i++', 'of', 'skilled', 'trade', 'tickets', 'i++']"
HIGH PRESSURE PLANT TENDER,"Maintain clean repair
and or tend to and assist
in field inspections","['maintain', 'heating', '-heating', 'clean', 'repair', 'i++', 'and', 'or', 'tend', 'to', 'and', 'assist', 'i++', 'in', 'field', 'inspections', 'i++']"
HIGH PRESSURE PLANT TENDER,,"['may', 'be', 'assigned', 'to', 'i++', 'inspect', 'maintain', 'and', 'repair', 'i++', 'of', 'hot', 'water', '-water', '-hot', '-of', 'heating', '-heating', 'i--', '-repair', '-and', '-maintain', '-inspect', 'i--', '-to', '-assigned', '-be', 'operate', 'a', 'i++', 'motor', 'vehicle', '-vehicle', '-motor', 'i--', '-a', '-operate', 'be', 'assigned', 'to', 'i++', 'inspect', 'maintain', 'and', 'repair', 'i++', 'of', 'this', 'equipment', 'i++']"
HIGH PRESSURE PLANT TENDER,,"['maintain', 'clean', 'repair', 'i++', 'and', 'assist', 'in', 'field', '-field', 'the', 'boiler', 'i++', 'room', 'and', 'the', '-the', '-and', '-room', 'i--', '-boiler', 'review', 'i++', 'of', 'skilled', 'trade', 'tickets', 'i++']"
HIGH PRESSURE PLANT TENDER,,"['tend', 'to', 'equipment', 'i++', 'and', 'assists', 'in', 'the', 'review', 'i++', 'of', 'skilled', 'trade', 'tickets', 'i++']"
HIGH PRESSURE PLANT TENDER,"Repair and or tend
to equipment and assist
in field inspections","['repair', 'and', 'or', 'tend', 'i++', 'to', 'equipment', 'and', 'assist', 'i++', 'in', 'field', 'inspections', 'i++']"
DIRECTOR OF CORRECTIONAL STAND,"The incumbent will
review and evaluate
compliance issues","['the', 'following', '-following', 'new', 'york', 'city', 'i++', 'department', 'of', 'correction', 'i++', 'doc', 'provides', 'for', '-for', '-provides', '-doc', 'i--', '-correction', '-of', '-department', 'i--', '-city', 'state', '-state', '-york', '-new', 'incumbent', 'will', 'i++', 'review', 'and', 'evaluate', 'i++', 'compliance', 'issues', 'i++']"
DIRECTOR OF CORRECTIONAL STAND,,"['responsible', 'for', 'i++', 'the', 'deployment', 'of', '-of', '-deployment', '-the', 'ensuring', 'strict', 'adherence', 'i++', 'to', 'the', 'following', 'i++']"
CONTRACT REVIEWER (OFFICE OF L,,"['research', 'as', 'needed', 'i++', 'on', 'market', 'trends', 'and', 'city', 'i++', 'procurement', 'unit', 'i++']"
CONTRACT REVIEWER (OFFICE OF L,,"['reporting', 'is', 'sound', 'i++', 'accurate', 'and', 'reflects', '-reflects', '-and', '-accurate', 'i--', '-sound', '-is', 'standards', 'i++', 'for', 'the', 'program', 'manager', 'i++', 'will', 'oversee', '-oversee', '-will', 'i--', '-manager', 'and', 'other', 'i++', 'duties', 'as', 'needed', 'i++']"
CONTRACT REVIEWER (OFFICE OF L,"The expertise to
manage projects involving
diverse stakeholders","['the', 'expertise', 'to', 'i++', 'manage', 'projects', 'involving', 'i++', 'diverse', 'stakeholders', 'i++']"
CITY MEDICAL DIRECTOR,"Review committee
that determines the need for
residential care","['review', 'committee', 'i++', 'that', 'will', 'evaluate', 'and', 'i++', 'approve', 'mental', '-mental', '-approve', 'i--', '-and', '-evaluate', '-will', 'determines', 'the', 'need', 'for', 'i++', 'residential', 'care', 'i++']"
CITY MEDICAL DIRECTOR,,"['the', 'community', 'i++', 'practitioners', 'and', 'foster', 'i++', 'care', 'children', 'and', 'youth', 'i++']"
CITY MEDICAL DIRECTOR,"Experience in
the context of child welfare
and mental health care","['experience', 'in', 'i++', 'the', 'context', 'of', 'child', 'and', '-and', 'welfare', 'i++', 'health', 'policy', '-policy', '-health', 'and', 'mental', 'health', 'care', 'i++']"
EXECUTIVE DIRECTOR,"Possession of a
law degree or a master
degree is a plus","['possession', 'of', 'a', 'i++', 'law', 'degree', 'or', 'a', 'master', 'i++', 'degree', 'is', 'a', 'plus', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['the', 'office', 'of', 'school', 'i++', 'health', 'records', 'and', 'assist', 'in', 'i++', 'the', 'schools', 'and', '-and', 'for', '-for', '-schools', 'new', 'york', 'city', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['record', 'system', 'as', 'i++', 'needed', 'in', 'scheduling', '-scheduling', '-in', '-needed', 'i--', '-as', '-system', 'and', 'schedule', 'i++', 'vision', 'screening', 'with', '-with', '-screening', '-vision', 'for', 'eyeglasses', 'received', 'and', 'i++', 'demonstrate', 'how', 'to', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['the', 'health', 'of', 'the', 'team', 'i++', 'leader', 'the', 'public', 'schools', 'and', 'i++', 'distributed', 'to', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['the', 'office', 'of', 'school', 'i++', 'health', 'records', 'and', 'will', 'ensure', 'i++', 'optometry', '-optometry', 'medical', 'records', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['the', 'provider', 'of', 'i++', 'public', 'health', 'nurse', 'public', 'health', 'i++', 'advisers', '-advisers', 'adviser', 'will', '-will', '-adviser', 'nurse', 'level', 'i', '-i', '-level', 'public', 'health', 'nurse', 'i++']"
PUBLIC HEALTH ADVISER (SCHOOL,,"['assist', 'in', 'the', 'schools', 'i++', 'and', 'distributed', 'to', 'the', 'i++', 'central', 'health', 'office', 'i++']"
